,job_id,title,location,department,salary_range,company_profile,description,requirements,benefits,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,industry,function,fraudulent
375,376,Customer Service Technical Specialist ,"US, NY, New York",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Technical Specialist. The right candidate will be an integral part of our talented team, supporting our continued growth.Key responsibilities include:Production Print operations – maintains a working knowledge of all production print and copy equipment on site.Operates various Production scale printers and organizes the daily print flow.Assists technical support and onsite techs with trouble shooting and basic maintenance.Perform any and all duties as assigned by management to include; mail services, reprographics services, fax services, and messenger services.Establish operating procedures and quality standards.Responsible for all aspects of equipment.Remain informed and adhere to all established safety and security procedures.Perform necessary adjustments as outlined in the operators’ manual for set equipment.Follow start-up, shutdown and clean-up procedures for equipment.Monitor operations and make mechanical adjustments as needed, to ensure proper quality output.Create excel spreadsheets, mail merge projects and word documentsComplete multiple projects at one timeLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned (answer phones, outgoing shipments, etc)Shipping &amp; ReceivingLift large bundles of mail, overnight packages and shipments of paperMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudePerform other tasks as assigned","Position Requirements:High school diploma or equivalent (GED) requiredExperience with a production print and copy operationMinimum of 1 year customer service related experience requiredAbility to communicate both verbally and written with customers and company personnel requiredComputer proficiency in email environments, MS Word/Excel or similar programs preferredAbility to handle multiple projects simultaneouslyStrong organizational and administrative skills preferredAbility to adhere to employee attendance policyHandling up to a maximum of 55 pounds with or without accommodationsAbility to walk, sit, stand or sit for long periods (possibly entire shift)",,0,1,0,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0
376,377,Data Manager--Fixed Income,"US, NY, New York",,120000-15000000,,"The salary is open, DOE. This role manages 4 Data Analysts.The individual in this position will be responsible for managing the team carrying out production data quality management responsibilities associated with the flow of data to our Investment Data Warehouse and downstream data marts used in both internal and external reporting.   This role requires 8+ years of data management and governance experience, advanced knowledge of financial markets and proficiency in the use of technology tools to interrogate large volumes of data across multiple source systems and environments.   It involves conducting root cause analysis of data exceptions, responding to end user inquiries, participating in testing system enhancements and engaging in continuous DQM process improvement.  The individual in this position must also be able to communicate effectively with business, operational and technology staff. RESPONSIBILITIES:Manage a team of associates responsible for data warehouse DQM.Monitor production data quality respecting established procedures and introduce new controls as needs evolve. This includes monitoring automated reconciliation and exception reporting for all data feeds and following up with data providers, data owners and IT staff as necessary.Manage the repair data on an exception basis.  Analyze root cause for data issues using query tools to trace data flow back to the source system and data owner. Communicate data issues to data owners in order to make changes in source systems whenever possible.Respond to inquiries from users of the data and resolve data quality questions or concerns.Maintain the data dictionary, entitlements, and data ownership.Maintain data harmonization code translation tables.Communicate daily and month end environment reporting readiness to all users.Maintain and enhance tools used to support the DQM function, including exception reporting, processing dashboards, reconciliations and data repair tools.   Provide specifications and testing for new DQM tools and controls.Maintain the Data Management Group procedures.Maintain and report data quality metrics to management, including support for Sarbanes Oxley certification.Monitor compliance with service level agreements established with the business users.","Required Skills:BA/BS in Business Administration/ Finance concentration8-10 Years industry experience in Data and Information Management within a data warehouse.Advanced knowledge of Fixed Income and Equity securities across a broad array of products and markets.  Experience with accounting, trading, decision support, or performance measurement &amp; attribution solutions a plus.Crystal Reports, MS Excel Pivot Tables, MS Access (query/import/export/external data connections).  Knowledge of SQL required.  MS Visio is a plus.Familiarity with relational database design and/or data warehousing concepts is preferred.","Full Benefits, Fortune 500 Company",0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0
377,378,Graphic / Web Designer,"US, TX, Austin",Sales and Marketing,,"Why CSD?CSD is not only a great place to work, but also to learn, grow and give back to the community. Our organization is made up of talented, motivated people from diverse cultural, educational and professional backgrounds. We believe in teamwork, shared ideas, and creating solutions together while respecting individuality and innovation. We seek out people who want to see their ideas put into action, are committed to making a difference and who believe that more is possible! Who We AreHere, you will discover colleagues who have passion for our company, our community, customers and each other, and that are led by a team of outstanding people who believe that more is possible from each and every one of us. ","The Graphic / Web Designer will manage, populate, and edit the design, visual content and user experience across all digital mediums. The Designer will be responsible for creating, developing and coding design and web solutions. Essential FunctionsExecutes design consistency through the creation and maintenance of style guides to support established standards across all digital mediums. This includes: site organization, page layout, navigation, style sheets, graphical elements, fonts, and color palette Develops and maintains web standards (i.e. page template layouts and page content structure) that blends quality user experience driven by established site conversion goals and key performance indicatorsAbility to write, understand and use clean validated HTML, CSS, jQuery, and some JavaScript in the creation of web pages for new and existing clients. Uses content management systems such as WordPress.Implements ways to track web activity/metrics (social media, SEO, google analytics, etc.) and provides information by collecting, analyzing, and summarizing data and trendsEnsures that all design elements, templates and finished solutions work within a variety of browser types and screen settings along with the constraints set by development and designTranslates business requirements into high impact site mockups with the ability to design wireframes to support website concepts, convert design into working prototypes and execute design through final implementationMonitors quality of visual content and site analytics across all digital assets and look for innovative strategies and technologies within digital design to drive an improved user experienceWorks as a team player on design of email campaigns, newsletters, advertising and other promotions for both lead generation and internal marketingPerform other duties as assigned by Senior Web Developer","Bachelor’s degree in Graphic Design, Web Design, Visual Communication, or related field (or equivalent professional experience)Online portfolio showcasing creative design projectsAbility to effectively communicate in American Sign Language (preferred) ","CSD offers a competitive benefits package for full-time employees. For a full list of benefits and perks, please visit the career page.Communication Service for the Deaf, Inc. is an Equal Opportunity Affirmative Action Employer and drug free and tobacco free workplace. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, or national origin, including individuals with a disability and protected veterans.",0,1,1,Full-time,Entry level,Bachelor's Degree,Marketing and Advertising,Design,0
378,379,Web Developer - PHP,"US, OR, Eugene",,42000-55000,,"CE Learning Systems is looking for a Web Developer to join our small but dedicated team. This is for an employee position. We are not looking to hire a freelancer or agency at this time.About us: Our mission is helping mental health professionals do their jobs more effectively and enjoyably. Our development team works to make it all happen. Help the helpers, make a positive difference. We're transitioning from tiny single-entrepreneur status to a growing company pursuing multiple projects. We're not really a startup, but we are lean and bootstrapped while also maintaining a sane &amp; sustainable work schedule.About you: You're excited about modern PHP, you couldn't live without a VCS (i.e. git), and you're always looking to find the best solution to a problem. You have a knack for listening to someone's expressed needs and wishes and translating that into a workable application features, and then building it with minimal oversight. You're self-motivated and decisive, but willing to make changes with minimal grumbling when the client demands it. You know how to find the sweet spot between Best and Fast.About the Job: PHP is in the post title, but you won't be working on Wordpress or even Drupal. You'll be building the custom framework-based (esp Laravel) backends for our web apps and future mobile #URL_20506b82b53aa975350d9357c39d7e0df0757309dc13884866291d3bad9f2c6c#'ll work with a designer, front-end JS developer and product manager. You'll be working on a regular 9-5 M-F schedule. Most communication happens over HipChat, sometimes in GoToMeeting or similar, and occasionally in person if possible.BenefitsMajor holidays off, full medical benefits.","Minimum 2 years in PHP development;Decision making and problem solving skills;Experience in designing clean and maintainable APIs;Willingness to adopt coding style guidelines, e.g. PSR-1 and PSR-2;Strong communication skills, including strong English fluency.Experience in design and software development with an MVC framework. We're using Laravel PHP and Angular JS for current projects.Bonus points if you're experienced with client-side JS frameworks (Angular, Backbone, etc), creating tests for PHP, basic sysadmin work, or other related skills.We prefer someone local to the Eugene, Oregon area, but open to remote for the right US-based candidate.","Major holidays off, full medical benefits.",0,0,1,Full-time,Associate,Bachelor's Degree,Mental Health Care,Information Technology,0
379,380,Back End Engineer - Platform Team,"GB, , ",Platform,,"Lost My Name combines the power of storytelling with the possibilities of technology to make magical, personalised books and experiences for children. Our team of 15 (and growing) works out of a beautiful studio in Hackney, London. Our flagship title has sold tens of thousands of copies worldwide, and we're now working on our next generation of stories.","Lost My Name combines the power of storytelling with the possibilities of technology to make magical, personalised books and experiences for children. Our first product, the Lost My Name book, has sold nearly 80,000 copies worldwide, and Lost my Name is now a funded startup with 15+ people working out of a stunning studio in Hackney, London.We’re now looking for an experienced Back End Engineer to come and help us build and maintain an even better, more magical, more robust experience for our customers at Lost my Name.At Lost my Name we pride ourselves on owning (and designing) the entire end to end customer experience of discovering, creating, buying and receiving our unique books. Because of that our tech stack and the challenges we face on the back end are very broad - we have to make and ship thousands of bespoke printed books to customers all over the world in a timely fashion. If you are up for a ops and scaling challenge, this is for you.First and foremost we’re looking for someone who fits our culture of innovation and curiosity and is really excited about working with the team to bring the magic of reading to as many families as possible around the world. Conforming to our tech stack comes a distant second to sharing our values. Having said that, if you can hit the ground running that will count in your favour. Our core platform is built on the world largest Ruby on Rails open source e-commerce platform - Spree - so if you are familiar with RoR that will be a great start.Beyond that, experience of TDD and DevOps in a fast growing company would be a major plus. We want someone that is not afraid of exploring optimisation opportunities throughout the whole stack so you should be happy having a point of view on our system architecture, our server config, our application structure, the languages we use and much much more. We’d probably expect you to have around 5+ years commercial software experience in startups or e-commerce businesses in a DevOps / Engineering role. If you like the sound of this, and you want to be part of an exciting, fast growth startup that is making hundreds of thousands of children happy we’d love to have a conversation with you. We offer a competitive salary, a friendly, focused work environment and great benefits.  ",,,0,1,1,Full-time,,,,,0
380,381,Ext JS Developer,"US, NY, New York",,90000-120000,,The Ext JS Developer is a key member of the development team. This person will be responsible for JavaScript-based UI development and design.ResponsibilitiesHands on prototyping and development of JavaScript user interface using Ext JS MVCCustomizing Ext JS themes and/or CSS for a branded look and feelIntegrating third party libraries to augment those lacking or inefficient in Ext JSConnecting MVC components to backend to retrieve as well as supply changed dataCreating applications and implement techniques for more responsive application in older browsers (IE8)Full cycle UI Development from prototyping to unit testing and maintenance,"Required SkillsBachelor’s degree in related field4+ years developing database-driven, RIA in JavaScript and JavaSolid experience with JavaScript UI Development (HTML, AJAX, CSS, JavaScript) a must.Proven experience developing with JavaScript libraries such as Ext JS, jQuery, YUI, DOJO, etc. a must.Experience with REST and JSON a strong plusProficiency with MVC frameworks like Struts or Spring MVC a strong plusExperience in financial services a strong plusAbility to quickly and independently pick up new technologies and frameworks and produce prototypes",Full Benefits and Bonus.,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0
381,382,Junior Front End Developer - Javascript,"CA, BC, Vancouver",Product,,"Company Website: #URL_b0bc289d014ce1647b7dbe8ffe0e121d1f3ded55cbf9e3c20987b3cf1f8d3b5d#Advisor Websites has been a player in the financial services industry since 2002, building crisp, professional, and compliant websites exclusively for members of the financial services industry all across North America through a SAAS business model. Our head office is located on the beautiful West Coast of Canada in Vancouver, British Columbia.We offer an amazing culture and work environment for those who seek to learn, grow and are top achievers.","Advisor Websites is looking for a talented and self-motivated front-end developer to join our growing product development team working on our Drupal-based content management system. You will have the opportunity to work at solving challenging problems which will directly impact our client experience. If you enjoy improving your skills, driving growth in a startup-style environment, and working in a culture that loves creativity, experimentation, and innovation, then this is will be a great place for you!ResponsibilitiesFollow sound engineering principles to find practical solutions to problems assignedProvide excellent code in Javascript, HTML5, and LESS using standardized development frameworks, procedures and processesWork with other team members to specify, update, and prioritize software system requirements according to business objectivesTest and verify that your solutions meet the assigned requirementsObserve usability tests to qualify the success of implemented solutionsAdditional detailsThis is a full-time position in our Yaletown office. Unlike some other local companies you've heard of, we value your time and will never expect you to be at work 60 hours a week. Read more about Advisor Websites and what it is like to work with us: #URL_44f58442ca8a25a3fa099aa36b9958bf708ba52cb6e04b3d74d2ce9a13009568#","Self-reliant learner and creative problem-solverBachelor's degree in Software Engineering, Computer Science, or related field1 to 3 years of professional development experience2+ years of experience building user interfaces using HTML5, CSS3, and Javascript (jQuery) for high-traffic web applicationsAble to write consistent, clean, concise, and well documented codeStrong understanding of key-value database systemsExperience working with RESTful JSON APIsExperience working with distributed version control systems (git)Understands common web application security attacks and how to prevent them (SQL injection, XSS, etc)",,0,1,1,Full-time,,,,,0
382,383,Big Data Search Developer,"US, NY, New York",,100000-150000,,"If you have an appetite for new technology and a desire to be part of a rapidly growing company, then this role is for you. We are looking for individuals who enjoy working in a dynamic team environment.The Big Data Search Developer is a key member of our smart search delivery team. In this role, you will be responsible for designing and deploying custom search solutions for our enterprise clients. In addition, you will build innovative solutions leveraging the Elastic Search solution set.Responsibilities:Installation &amp; configuration of ElasticSearch clusters and nodesImplement software to manage, query, and index data in ElasticSearch clustersDesign data mappings and schemas for ElasticSearchSelect technologies and recommend technical design based on client's data needsWork with project managers and/or clients to scope work and produce estimates to help define deliverables and timelinesThe salary on this role is open, DOE.",Skills &amp; Requirements Experience with Lucene search engineExperience with Elastic Search solution is a strong plusExperience developing in Java or PythonExperience with Linux administration and monitoring toolsAbility to clearly communicate ideas and technical decisionsExpertise with REST especially with JSON is an added plus,"Full Benefits, plus bonus.",0,0,0,Full-time,Mid-Senior level,,Information Technology and Services,Information Technology,0
383,384,Catch all for candidates,"US, NY, New York",All,,"One Zero Capital is an investment holding company focused on the convergence of technology, consumer finance, and credit investing.","This is a catch all as a test for the system. We will continue to use it as a holder for resumes of candidates we'd like to join us, but we're not sure where they would fit / they could fit in many places. ","Brilliant, dilligience, not a jerk. ",Standard Benefits,0,1,1,Full-time,Not Applicable,,Investment Management,,0
384,385,Regional Inside Sales Representative,"US, IL, Chicago",,,"We Provide Full Time Permanent Positions for many medium to large US companies. We are interested in finding/recruiting high quality candidates in IT, Engineering, Manufacturing and other highly technical and non-technical jobs.",(We have more than 1500+ Job openings in our website and some of them are relevant to this job. Feel free to search it in the website and apply directly. Just Click the “Apply Now” and you will redirect to our main website where you can search for the other jobs.)MA100-180KThis position is full time and based out of your home with travel as necessary.Requirements include:7 years of Sales experience in IT software or servicesMust have knowledge of solution and value-based selling methodologies Visit - #URL_ec64af2b4fe2ca316e828f93b0cd098c22f8beba98dcac09d4dd7384b221a5e8#-#URL_2954b76adf23051d4bc35fc729f5a18c5de715ed82dfaee24b3aabbf3874ca57# ,,,0,0,0,Full-time,,,Marketing and Advertising,,0
385,386,IT Rockstar Wanted for Fun and Fast Growing San Diego IT Company,"US, CA, San Diego",IT,55000-75000,,"IT Rockstars wanted for Fun and Fast Growing San Diego IT Services Company.  We are looking to grow our Technical team with hungry, motivated IT Professionals.  Join a company where you have the power to make a difference through learning, teaching, and providing WOW to our clients through IT. Who We AreFounded in 2002, centrexIT is San Diego's leader in IT management and IT Consulting. Our locally-based technology professionals provide outsourced IT service, support, security and leadership for small and medium-sized businesses in the Greater San Diego area.Twice awarded as one of San Diego's Fastest Growing Privately Held Companies by the San Diego Business Journal, centrexIT is also distinguished by its flawless A+ rating from the Better Business Bureau.centrexIT's successful buildIT(TM), manageIT(TM), cloudIT(TM), and growIT(TM) model incorporates best-in-class solutions to establish stable, scalable and secure environments. Our IT leadership incorporates technology strategy and planning (CIO services).Our client-centric culture sets the bar for strategic business partnerships, resulting in an environment where people and business prosper.","What you MUST have (IT Hobbyists and amateurs need not apply!) 1. A positive attitude and love to work with other IT Rockstars 2. Total commitment to client success! 3. Commitment to always learn and get better 4. Open and Authentic Communication Skills 5. 3+ Years of IT System Deployment, Management &amp; Migration Experience (Windows Server, Exchange, HyperV, VMware) 6. 3+ Years of Network Deployment, Management, &amp; Migration Experience (Cisco Firewalls, Cisco Switches, VLANs, Trunking, QoS)7. Must have clean background and driving record.8.  Must be a US Citizen Skills you have that are a bonus... 1. MSP Knowledge 2. Industry specific Knowledge (Medical, Life Science &amp; Financial) 3. Cisco UC Voice Platform Experience What you MUST NOT have 1. An Ego or a ""Know it all"" attitude 2. A Bad Attitude",How much money you will make $55 - $75k + Bonuses for Kicking Ass (Professionally) as a Team Benefits Full Benefit Package Onsite Fully Stocked Deli and Breakfast Bar...For Free! Regular Team Outings to do fun activities. Freedom in your workplace to make a difference in your future.,0,0,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Information Technology,0
386,387,English Teacher Abroad ,"US, OH, Athens",,,We help teachers get safe &amp; secure jobs abroad :),"Play with kids, get paid for it Love travel? Jobs in Asia$1,500+ USD monthly ($200 Cost of living)Housing provided (Private/Furnished)Airfare ReimbursedExcellent for student loans/credit cardsGabriel Adkins : #URL_ed9094c60184b8a4975333957f05be37e69d3cdb68decc9dd9a4242733cfd7f7##URL_75db76d58f7994c7db24e8998c2fc953ab9a20ea9ac948b217693963f78d2e6b#12 month contract : Apply today ",University degree required. TEFL / TESOL / CELTA or teaching experience preferred but not necessaryCanada/US passport holders only,See job description,0,1,1,Contract,,Bachelor's Degree,Education Management,,0
387,388,Quality Assurance Engineer,"US, NY, New York",,,"Industrial Color Software is a division of Industrial Color Brands, a family of vertically integrated creative production companies. Founded in 1991 from a culture of innovation, excellence and attention to industry trends and client needs, the brands operate independently and together to provide high-level holistic solutions for photography, advertising, retail, media, and production industries. Industrial Color Brands include GlobalEdit, Impact Digital, Fast Ashley’s Studios, Industrial Color Software, and the M Project Gallery.","We're looking for someone who understands how software is built and how to effectively test it. Someone who enjoys exploratory testing, actively pushes for improvements to processes, tools and testing approaches, and collaborating with developers. Someone who wants to help deliver great experiences that our customers will love; who thinks helping the development team improve is a critical part of improving software quality. If you want to work in a creative environment where people are actively encouraged to learn and develop their skills, please apply below.ResponsibilitiesAuthoring and executing test cases and test plans on new featuresFunctional and ad-hoc testing, bug isolation and reportingWork collaboratively with development, product, and support during all stages of developmentParticipate in Agile planning meetings and retrospectives","Experience testing web &amp; native iOS applicationsExperience with JIRA &amp; GitHubStrong analytic and debugging skillsThorough knowledge of Mac OS X, iOS and Windows platformsExperience working in a creative/imaging industry a plus",,0,1,1,Full-time,Mid-Senior level,Unspecified,Information Technology and Services,Quality Assurance,0
388,389,Full-stack JavaScript Software Developer,"AU, VIC, Melbourne",,,"Franq is a POS development house. We are part of a larger business called ImPOS.We provide point of sale solutions to small, medium and large businesses. We have existing POS software, developed in-house, that is super successful in the market - that is ImPOS. We also have Franq, which is what you will be working on. You won't find Franq online at this time. To get an idea of our business visit #URL_1d39a178fee9b20e8796bd3a7c2c6d3bad02606fae20fb4516f251915b70a7d0# and then have a look around the rest of the site.","Join a world class team that's committed to open source.We are seeking senior and mid-level developers to work on an exciting project using the latest technologies, in a growing group of eight top-­notch developers and a UI/UX team who are rapidly implementing an industry-changing product. The app is implemented in #URL_1d0f9eb2a7073ab63d5cfc0f9762fb40962b2b8ad1607a31c869aa4fd0382977# with a #URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659# backend and includes support for offline usage (using an open source project we're developing in-house).Our development process is fully agile and you will be comfortable communicating using online tools such as Trello. You will be a good communicator, whether in person, via online chat, or in documentation and comments on a merge request. You will be able to work independently but won't be afraid to ask questions or make suggestions.You'll be developing new features in collaboration with product and UXDoing code review of pull requests (we're all responsible for code review)Ensuring that our CI stays green and that changes are continuously deployed to staging, beta and productionEnjoy our on-tap beer in the kitchen, and regular social gatheringsWe have an ""Innovation Time"" policy that allocates up to 20% of your working week to work on ideas that are innovative and deliver some benefit to the business and the community.We’re open to remote working, and we’re constantly working to keep our engineers happy so they can grow with the business over the long term. We’re based in Melbourne, Australia and prefer people on-site but we’re open to remote work for the right person.Our Stack#URL_968b3a839b798052f33a95a811f8b2366cd66f6bcc98f2885bea5ee47d000659#, Express, #URL_9090b94684105e0e6a5961b107453c11f1007763314faed41701d5ec78d4ac40#, #URL_11d3164ba90b622b79f83ca8aa8bf06c76a6f86c958fc5be70b606d14bfe03dc##URL_1d0f9eb2a7073ab63d5cfc0f9762fb40962b2b8ad1607a31c869aa4fd0382977#, ember-cli, SASSSweet ES6 syntax on the client and the serverPostgreSQL, CouchDB, PouchDBHTML5 AppCache (reluctantly)","Mandatory:Thorough knowledge of JavaScript, HTML5 and CSSMore than 6 months commercial experience with a front-end development framework (Ember, #URL_9078e8368d89dcdbf1ed26064be556e5b47144133bf647a7deaa954f8ec0bdb4#, React etc.)Comfortable with remote workUnix platform familiarityGood communication skillsFamiliarity with SCM (we use Git)Desirable:More than 6 months commercial experience with #URL_1d0f9eb2a7073ab63d5cfc0f9762fb40962b2b8ad1607a31c869aa4fd0382977# and Ember DataSCSS/CSS layout experience is a benefitExperience with open source","About the CompanyFranq is a POS development house. We are part of a larger business called ImPOS.We provide point of sale solutions to small, medium and large businesses. We have existing POS software, developed in-house, that is super successful in the market - that is ImPOS. We also have Franq, which is what you will be working on. You won't find Franq online at this time. To get an idea of our business visit #URL_1d39a178fee9b20e8796bd3a7c2c6d3bad02606fae20fb4516f251915b70a7d0# and then have a look around the rest of the site.Why Work at FranqWe are a team of top-notch developers working on interesting problems. We value simple over easy and invest the time and energy to craft solutions that we can be proud of.We are active participants in open source software, and actively support developers in writing and contributing to open source.We have an ""Innovation Time"" policy that allocates up to 20% of your working week to work on ideas that are innovative and deliver some benefit to the business and the community.We're serious about work-life balance. Doing lots of overtime is not company policy - if you want to do it then that's your call, but we want you at your best and most creative during the working hours. If you do choose to work after hours, work on something that you enjoy and that allows you to be creative.We want to be attracting the best people, and to make sure we retain them as they grow in their careers. We have a salary structure that ensures that we're doing everything we can so devs don't feel they have to go elsewhere to get paid what they deserve.How to ApplyPlease send us your Github profile and some work that you’re really proud of. This could be a pull request, a blog post, some code, your English assignment from year 8, whatever you think will showcase your skills.",0,1,1,Full-time,,,,,0
389,390,Hiring for Senior MIS and Data Research Executive,"IN, MP, indore",,,,"Job Description:• List Building, List Research as per client requirements.• Research based on Linkedin &amp; Various Databases like Hoovers, OneSource, Zoominfo,Reuters,Jigsaw,Insideview etc• Data Formatting, Validation, Database Maintenance, Data Mining• Worldwide data research ","Duties &amp; Responsibilities:• Working on internet research projects for clients in US, building company list (as per requirements), extracting contacts for the given list from various resources available on the internet and segmenting the researched data.• Finding relevant information using Search-Engines like Google.• Doing research on executive profile from respective company site.• Data management• Completing assigned target in given time.• Worked on different projects.• Ensure quality deliverables.• Data Analysis• Secondary Research• Data Mining• Online Research• Qualitative Market Research• Managing thousands of data using MS excelFamiliar with some databases like, Factiva, Linkedin, Hoovers, OneSource, Zoominfo, Reuters etcHoovers, Xing, Bloomberg, Jigsaw, Zoom Info, One Source, Linked-in, Manta, Reuters, and etc.",,0,0,0,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Data Analyst,0
390,391,Creative Strategist,"DE, BE, ",,,"LHBS is an unconventional strategy firm with office in Berlin, Copenhagen and Vienna. We approach marketing and innovation challenges from an unconventional point of view: Not for the sake of being different but for the sake of delivering better opportunities, strategies and ideas for our clients.We have no departments. We mobilize the right teams at the right time for the right job. Our teams work in continuous collaboration from the beginning to the end. Challenging our assumptions and ourselves, pushing ourselves further to look beyond cookie cutter solutions. To deliver outcomes that genuinely surprise and excite our clients.We are a diverse group from many ethnic backgrounds, education and experience. We take on each project with enthusiasm, excitement and an uncompromising commitment to total quality. Explore our services and how we generate value for clients.","LHBS is a strategy firm that approaches marketing and innovation challenges from an unconventional point of view: Not for the sake of being different but for the sake of delivering better opportunities, strategies and ideas for our clients.We have no departments. We mobilize the right teams at the right time for the right job. Our teams work in continuous collaboration from the beginning to the end. Challenging our assumptions and ourselves, pushing ourselves further to look beyond cookie cutter solutions. To deliver outcomes that genuinely surprise and excite our clients.We are a diverse group from many ethnic backgrounds, education and experience. We take on each project with enthusiasm, excitement and an uncompromising commitment to total quality.We are looking for a Creative Strategist to join our team in Berlin:Your role:You will advice clients on marketing, communication &amp; innovation strategiesYou will lead your own projects across CEE markets and industriesYou will identify insights, explore opoortunities and develop ideas for new brands, products, services and business modelsYou will help us to improve our internal insights &amp; inspiration platformYou will work with the management team to further enrich the LHBS tool kitIn addition to this we expect from you to be an inspiring personality that adds to our company culture. You communicate perfectly in english (a CEE language is an additional plus) and you are willing to travel (approximately 5 days per month).","Your background:You are a team player that understands that sharing knowledge, experience and passion is the way to deliver outstanding resultsYou are relentlessly curious to learn more about people, markets &amp; technologyYou have experience in designing projects to crack complex problemYou enjoy to develop workshop designs and working with client teamsYou can apply strategic models and creative techniques to provide a new perspective to common problemsYou can identify new business opportunities to create a shared value for our clients and us",What we offer:A competitive salaryInteresting cross category projects with amazing clientsAdditional free of choice education,0,1,1,Full-time,Mid-Senior level,Master's Degree,Management Consulting,Strategy/Planning,0
391,392,Customer Service Associate,"CA, QC, Montreal",,,"Novitex Enterprise Solutions, formerly Pitney Bowes Management Services, delivers innovative document and communications management solutions that help companies around the world drive business process efficiencies, increase productivity, reduce costs and improve customer satisfaction. For almost 30 years, clients have turned to us to integrate and optimize their enterprise-wide business processes to empower employees, increase productivity and maximize results. As a trusted partner, we continually focus on delivering secure, technology-enabled document and communications solutions that improve our clients' work processes, enhance their customer interactions and drive growth.","The Customer Service Associate will be based in Montreal, QC. The right candidate will be an integral part of our talented team, supporting our continued growth.Responsibilities:Perform various Reprographics activities including copying, printing, and job set-upLift heavy boxes, files or paper when neededMaintain the highest levels of customer care while demonstrating a friendly and cooperative attitudeDemonstrate flexibility in satisfying customer demands in a high volume, production environmentConsistently adhere to business procedure guidelinesAdhere to all safety proceduresTake direction from supervisor or site managerMaintain all logs and reporting documentation; attention to detailParticipate in cross-training and perform other duties as assigned Operating mailing, copy or scanning equipmentHandle time-sensitive material like confidential, urgent packagesPerform other tasks as assignedPerform file purges and pullsCreate files and ship filesProvide backfill when neededEnter information daily into spreadsheetsIdentify charges and match them to billing","Minimum Requirements:Minimum of 1 year customer service related experience requiredHigh school diploma or equivalent (GED) requiredPreferred Qualifications:Keyboarding and windows environment PC skills required (Word, Excel and PowerPoint preferred)Excellent communication skills both verbal and writtenLifting up to 55 lbs with or without accommodationsWillingness and availability to work additional hours if assignedAbility to effectively work individually or in a team environmentCompetency in performing multiple functional tasksAbility to meet employer's attendance policy",,0,1,0,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0
